job_id	language	scale	replicate	model	latent_adequacy	basis
j-d585da3ed680f0d45416	Latin	SMALL	5	M0	NOT_SUPPORTED	training/model-evidence failure
j-d585da3ed680f0d45416	Latin	SMALL	5	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-d585da3ed680f0d45416	Latin	SMALL	5	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-d585da3ed680f0d45416	Latin	SMALL	5	M3	NOT_SUPPORTED	training/model-evidence failure
j-d585da3ed680f0d45416	Latin	SMALL	5	M4	NOT_SUPPORTED	training/model-evidence failure
j-d585da3ed680f0d45416	Latin	SMALL	5	M5	NOT_SUPPORTED	training/model-evidence failure
j-d9be425d0a82666b4327	Sanskrit	LARGE	2	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-d9be425d0a82666b4327	Sanskrit	LARGE	2	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-d9be425d0a82666b4327	Sanskrit	LARGE	2	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-d9be425d0a82666b4327	Sanskrit	LARGE	2	M3	NOT_SUPPORTED	training/model-evidence failure
j-d9be425d0a82666b4327	Sanskrit	LARGE	2	M4	NOT_SUPPORTED	training/model-evidence failure
j-d9be425d0a82666b4327	Sanskrit	LARGE	2	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-dd2d768a03bf20a17f9c	Sanskrit	SMALL	4	M0	NOT_SUPPORTED	training/model-evidence failure
j-dd2d768a03bf20a17f9c	Sanskrit	SMALL	4	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-dd2d768a03bf20a17f9c	Sanskrit	SMALL	4	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-dd2d768a03bf20a17f9c	Sanskrit	SMALL	4	M3	NOT_SUPPORTED	training/model-evidence failure
j-dd2d768a03bf20a17f9c	Sanskrit	SMALL	4	M4	NOT_SUPPORTED	training/model-evidence failure
j-dd2d768a03bf20a17f9c	Sanskrit	SMALL	4	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-e0933c74995f93f13b1d	English	SMALL	3	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-e0933c74995f93f13b1d	English	SMALL	3	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-e0933c74995f93f13b1d	English	SMALL	3	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-e0933c74995f93f13b1d	English	SMALL	3	M3	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-e0933c74995f93f13b1d	English	SMALL	3	M4	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-e0933c74995f93f13b1d	English	SMALL	3	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-e40f4d0155575ac0885c	Sanskrit	MEDIUM	4	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-e40f4d0155575ac0885c	Sanskrit	MEDIUM	4	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-e40f4d0155575ac0885c	Sanskrit	MEDIUM	4	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-e40f4d0155575ac0885c	Sanskrit	MEDIUM	4	M3	NOT_SUPPORTED	training/model-evidence failure
j-e40f4d0155575ac0885c	Sanskrit	MEDIUM	4	M4	NOT_SUPPORTED	training/model-evidence failure
j-e40f4d0155575ac0885c	Sanskrit	MEDIUM	4	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-e5476e5362ba4e5871a6	Latin	LARGE	4	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-e5476e5362ba4e5871a6	Latin	LARGE	4	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-e5476e5362ba4e5871a6	Latin	LARGE	4	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-e5476e5362ba4e5871a6	Latin	LARGE	4	M3	NOT_SUPPORTED	training/model-evidence failure
j-e5476e5362ba4e5871a6	Latin	LARGE	4	M4	NOT_SUPPORTED	training/model-evidence failure
j-e5476e5362ba4e5871a6	Latin	LARGE	4	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-e67a1d9c3dc134b5a66a	English	VOYNICH_SCALE	5	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-e67a1d9c3dc134b5a66a	English	VOYNICH_SCALE	5	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-e67a1d9c3dc134b5a66a	English	VOYNICH_SCALE	5	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-e67a1d9c3dc134b5a66a	English	VOYNICH_SCALE	5	M3	NOT_SUPPORTED	training/model-evidence failure
j-e67a1d9c3dc134b5a66a	English	VOYNICH_SCALE	5	M4	NOT_SUPPORTED	training/model-evidence failure
j-e67a1d9c3dc134b5a66a	English	VOYNICH_SCALE	5	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-e7f0e4a19273d29863eb	Sanskrit	MEDIUM	5	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-e7f0e4a19273d29863eb	Sanskrit	MEDIUM	5	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-e7f0e4a19273d29863eb	Sanskrit	MEDIUM	5	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-e7f0e4a19273d29863eb	Sanskrit	MEDIUM	5	M3	NOT_SUPPORTED	training/model-evidence failure
j-e7f0e4a19273d29863eb	Sanskrit	MEDIUM	5	M4	NOT_SUPPORTED	training/model-evidence failure
j-e7f0e4a19273d29863eb	Sanskrit	MEDIUM	5	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-eab7742a0d779c235859	English	VOYNICH_SCALE	7	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-eab7742a0d779c235859	English	VOYNICH_SCALE	7	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-eab7742a0d779c235859	English	VOYNICH_SCALE	7	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-eab7742a0d779c235859	English	VOYNICH_SCALE	7	M3	NOT_SUPPORTED	training/model-evidence failure
j-eab7742a0d779c235859	English	VOYNICH_SCALE	7	M4	NOT_SUPPORTED	training/model-evidence failure
j-eab7742a0d779c235859	English	VOYNICH_SCALE	7	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-eac8d9d6efa606e6666c	Sanskrit	VOYNICH_SCALE	1	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-eac8d9d6efa606e6666c	Sanskrit	VOYNICH_SCALE	1	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-eac8d9d6efa606e6666c	Sanskrit	VOYNICH_SCALE	1	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-eac8d9d6efa606e6666c	Sanskrit	VOYNICH_SCALE	1	M3	NOT_SUPPORTED	training/model-evidence failure
j-eac8d9d6efa606e6666c	Sanskrit	VOYNICH_SCALE	1	M4	NOT_SUPPORTED	training/model-evidence failure
j-eac8d9d6efa606e6666c	Sanskrit	VOYNICH_SCALE	1	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-ee8b2fab4bf7dd616587	Latin	MEDIUM	5	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-ee8b2fab4bf7dd616587	Latin	MEDIUM	5	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-ee8b2fab4bf7dd616587	Latin	MEDIUM	5	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-ee8b2fab4bf7dd616587	Latin	MEDIUM	5	M3	NOT_SUPPORTED	training/model-evidence failure
j-ee8b2fab4bf7dd616587	Latin	MEDIUM	5	M4	NOT_SUPPORTED	training/model-evidence failure
j-ee8b2fab4bf7dd616587	Latin	MEDIUM	5	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-f533e6f0c72c6d58e9ba	English	SMALL	5	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-f533e6f0c72c6d58e9ba	English	SMALL	5	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-f533e6f0c72c6d58e9ba	English	SMALL	5	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-f533e6f0c72c6d58e9ba	English	SMALL	5	M3	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-f533e6f0c72c6d58e9ba	English	SMALL	5	M4	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-f533e6f0c72c6d58e9ba	English	SMALL	5	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-f6c594a0679a4315f14a	Sanskrit	LARGE	1	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-f6c594a0679a4315f14a	Sanskrit	LARGE	1	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-f6c594a0679a4315f14a	Sanskrit	LARGE	1	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-f6c594a0679a4315f14a	Sanskrit	LARGE	1	M3	NOT_SUPPORTED	training/model-evidence failure
j-f6c594a0679a4315f14a	Sanskrit	LARGE	1	M4	NOT_SUPPORTED	training/model-evidence failure
j-f6c594a0679a4315f14a	Sanskrit	LARGE	1	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-f87ddef84aaf7c7913b2	English	VOYNICH_SCALE	3	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-f87ddef84aaf7c7913b2	English	VOYNICH_SCALE	3	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-f87ddef84aaf7c7913b2	English	VOYNICH_SCALE	3	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-f87ddef84aaf7c7913b2	English	VOYNICH_SCALE	3	M3	NOT_SUPPORTED	training/model-evidence failure
j-f87ddef84aaf7c7913b2	English	VOYNICH_SCALE	3	M4	NOT_SUPPORTED	training/model-evidence failure
j-f87ddef84aaf7c7913b2	English	VOYNICH_SCALE	3	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-fba8cfdc64c43f56150e	Latin	MEDIUM	2	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-fba8cfdc64c43f56150e	Latin	MEDIUM	2	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-fba8cfdc64c43f56150e	Latin	MEDIUM	2	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-fba8cfdc64c43f56150e	Latin	MEDIUM	2	M3	NOT_SUPPORTED	training/model-evidence failure
j-fba8cfdc64c43f56150e	Latin	MEDIUM	2	M4	NOT_SUPPORTED	training/model-evidence failure
j-fba8cfdc64c43f56150e	Latin	MEDIUM	2	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-fde9e32870234ff49a8d	Sanskrit	VOYNICH_SCALE	3	M0	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-fde9e32870234ff49a8d	Sanskrit	VOYNICH_SCALE	3	M1	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-fde9e32870234ff49a8d	Sanskrit	VOYNICH_SCALE	3	M2	NOT_ASSESSABLE	individual predictive/structural families not recorded
j-fde9e32870234ff49a8d	Sanskrit	VOYNICH_SCALE	3	M3	NOT_SUPPORTED	training/model-evidence failure
j-fde9e32870234ff49a8d	Sanskrit	VOYNICH_SCALE	3	M4	NOT_SUPPORTED	training/model-evidence failure
j-fde9e32870234ff49a8d	Sanskrit	VOYNICH_SCALE	3	M5	NOT_ASSESSABLE	individual predictive/structural families not recorded
